# m1 1.0816389649653888 m2 0.889917382856869 m3 1.0105245559467184 
#  t x1 x2 x3 y1 y2 y3 vx1 vx2 vx3 vy1 vy2 vy3
1.030000000000000027e+00 2.381532636202754183e-01 -1.488837082485680252e+00 -3.926431925445883486e-01 1.320345219246301216e+00 -8.649303743730248906e-01 -6.370594604700376973e-01 1.412053633359320881e-01 -4.678434566853555965e-01 2.438633100547708821e-01 1.301970924490954695e-01 -6.154123725634474962e-01 3.765124973871507574e-01
1.030999999999999917e+00 2.382944689836113406e-01 -1.489304925942365632e+00 -3.923993292345335782e-01 1.320475416338750208e+00 -8.655457867455883525e-01 -6.366829479726505703e-01 1.410609513906199430e-01 -4.669677611762519387e-01 2.432467044859915606e-01 1.298796785268717113e-01 -6.151389198516031831e-01 3.766114330775817143e-01
1.032000000000000028e+00 2.384355299350019719e-01 -1.489771893703541794e+00 -3.921560825300475783e-01 1.320605296017277164e+00 -8.661609256654400069e-01 -6.363063365395730253e-01 1.409165715746090175e-01 -4.660935117022182994e-01 2.426313379761085021e-01 1.295622675618075814e-01 -6.148652253041798632e-01 3.767101526304995063e-01
1.032999999999999918e+00 2.385764465065765838e-01 -1.490237987215244031e+00 -3.919134511920714936e-01 1.320734858284839053e+00 -8.667757908907441911e-01 -6.359296263869425037e-01 1.407722237089394646e-01 -4.652207037278797697e-01 2.420172067226024626e-01 1.292448593484985531e-01 -6.145912906362439587e-01 3.768086577761349809e-01
1.034000000000000030e+00 2.387172187302855353e-01 -1.490703207918971929e+00 -3.916714339853488713e-01 1.320864103144187451e+00 -8.673903821813804260e-01 -6.355528177291663861e-01 1.406279076148683471e-01 -4.643493327381974511e-01 2.414043069406309749e-01 1.289274536818262040e-01 -6.143171175507302628e-01 3.769069502337293875e-01
1.034999999999999920e+00 2.388578466379004117e-01 -1.491167557251710019e+00 -3.914300296784082311e-01 1.320993030597869211e+00 -8.680046992989312038e-01 -6.351759107789326508e-01 1.404836231138686664e-01 -4.634793942383531595e-01 2.407926348629277902e-01 1.286100503569563847e-01 -6.140427077385377519e-01 3.770050317116201422e-01
1.036000000000000032e+00 2.389983302610142746e-01 -1.491631036645948427e+00 -3.911892370435453015e-01 1.321121640648226236e+00 -8.686187420066697751e-01 -6.347989057472209762e-01 1.403393700276283629e-01 -4.626108837536348495e-01 2.401821867397029853e-01 1.282926491693375248e-01 -6.137680628786239545e-01 3.771029039073260924e-01
1.036999999999999922e+00 2.391386696310419113e-01 -1.492093647529701972e+00 -3.909490548568055890e-01 1.321249933297395485e+00 -8.692325100695483808e-01 -6.344218028433136203e-01 1.401951481780493725e-01 -4.617437968293226502e-01 2.395729588385437370e-01 1.279752499146987743e-01 -6.134931846380987652e-01 3.772005685076319503e-01
1.038000000000000034e+00 2.392788647792199741e-01 -1.492555391326531256e+00 -3.907094818979670592e-01 1.321377908547310076e+00 -8.698460032541864839e-01 -6.340446022748059685e-01 1.400509573872466274e-01 -4.608781290305760114e-01 2.389649474443158450e-01 1.276578523890483652e-01 -6.132180746723175924e-01 3.772980271886721138e-01
1.038999999999999924e+00 2.394189157366072296e-01 -1.493016269455561762e+00 -3.904705169505227613e-01 1.321505566399699072e+00 -8.704592213288587788e-01 -6.336673042476173023e-01 1.399067974775471679e-01 -4.600138759423212376e-01 2.383581488590658382e-01 1.273404563886717800e-01 -6.129427346249731734e-01 3.773952816160134893e-01
1.040000000000000036e+00 2.395588225340847810e-01 -1.493476283331504062e+00 -3.902321588016636755e-01 1.321632906856087697e+00 -8.710721640634837559e-01 -6.332899089660012359e-01 1.397626682714891433e-01 -4.591510331691400215e-01 2.377525594019237742e-01 1.270230617101300585e-01 -6.126671661281869463e-01 3.774923334447379264e-01
1.040999999999999925e+00 2.396985852023562624e-01 -1.493935434364673132e+00 -3.899944062422617264e-01 1.321759929917797782e+00 -8.716848312296119339e-01 -6.329124166325564849e-01 1.396185695918208403e-01 -4.582895963351587554e-01 2.371481754090067340e-01 1.267056681502580773e-01 -6.123913708025996439e-01 3.775891843195235964e-01
1.042000000000000037e+00 2.398382037719480886e-01 -1.494393723961008336e+00 -3.897572580668527409e-01 1.321886635585947989e+00 -8.722972226004145346e-01 -6.325348274482369693e-01 1.394745012614997115e-01 -4.574295610839383963e-01 2.365449932333229255e-01 1.263882755061628282e-01 -6.121153502574609995e-01 3.776858358747258171e-01
1.042999999999999927e+00 2.399776782732095937e-01 -1.494851153522092302e+00 -3.895207130736194068e-01 1.322013023861454251e+00 -8.729093379506720485e-01 -6.321571416123622500e-01 1.393304631036915153e-01 -4.565709230783652206e-01 2.359430092446765104e-01 1.260708835752216705e-01 -6.118391060907183432e-01 3.777822897344572661e-01
1.044000000000000039e+00 2.401170087363132810e-01 -1.495307724445170683e+00 -3.892847700643747300e-01 1.322139094745029553e+00 -8.735211770567627987e-01 -6.317793593226277427e-01 1.391864549417692887e-01 -4.557136780005422438e-01 2.353422198295729573e-01 1.257534921550806650e-01 -6.115626398891049753e-01 3.778785475126672511e-01
1.044999999999999929e+00 2.402561951912550453e-01 -1.495763438123171252e+00 -3.890494278445451592e-01 1.322264848237184598e+00 -8.741327396966519503e-01 -6.314014807751150427e-01 1.390424765993124034e-01 -4.548578215516815293e-01 2.347426213911251447e-01 1.254361010436528534e-01 -6.112859532282273189e-01 3.779746108132204796e-01
1.046000000000000041e+00 2.403952376678543668e-01 -1.496218295944722998e+00 -3.888146852231540440e-01 1.322390284338228250e+00 -8.747440256498801858e-01 -6.310235061643018062e-01 1.388985279001056228e-01 -4.540033494519969404e-01 2.341442103489601301e-01 1.251187100391165929e-01 -6.110090476726515174e-01 3.780704812299751083e-01
1.046999999999999931e+00 2.405341361957544777e-01 -1.496672299294175001e+00 -3.885805410128050918e-01 1.322515403048267313e+00 -8.753550346975528251e-01 -6.306454356830718533e-01 1.387546086681381852e-01 -4.531502574405978367e-01 2.335469831391263906e-01 1.248013189399138079e-01 -6.107319247759892544e-01 3.781661603468600696e-01
1.048000000000000043e+00 2.406728908044226123e-01 -1.497125449551615528e+00 -3.883469940296659928e-01 1.322640204367207195e+00 -8.759657666223288341e-01 -6.302672695227249378e-01 1.386107187276028330e-01 -4.522985412753834367e-01 2.329509362140018136e-01 1.244839275447484073e-01 -6.104545860809827973e-01 3.782616497379517329e-01
1.048999999999999932e+00 2.408115015231502287e-01 -1.497577748092890904e+00 -3.881140430934519880e-01 1.322764688294751911e+00 -8.765762212084098337e-01 -6.298890078729869613e-01 1.384668579028948687e-01 -4.514481967329378453e-01 2.323560660422023250e-01 1.241665356525845365e-01 -6.101770331195891517e-01 3.783569509675498987e-01
1.050000000000000044e+00 2.409499683810531201e-01 -1.498029196289623943e+00 -3.878816870274097717e-01 1.322888854830404526e+00 -8.771863982415294414e-01 -6.295106509220194102e-01 1.383230260186112115e-01 -4.505992196084258050e-01 2.317623691084910453e-01 1.238491430626449674e-01 -6.098992674130635505e-01 3.784520655902531838e-01
1.050999999999999934e+00 2.410882914070717198e-01 -1.498479795509232382e+00 -3.876499246583012814e-01 1.323012703973467152e+00 -8.777962975089425024e-01 -6.291321988564291257e-01 1.381792228995495087e-01 -4.497516057154891667e-01 2.311698419136881122e-01 1.235317495744093913e-01 -6.096212904720424985e-01 3.785469951510335718e-01
1.052000000000000046e+00 2.412264706299712680e-01 -1.498929547114947969e+00 -3.874187548163876005e-01 1.323136235723041620e+00 -8.784059187994145423e-01 -6.287536518612780734e-01 1.380354483707071367e-01 -4.489053508861440833e-01 2.305784809745811126e-01 1.232143549876128091e-01 -6.093431037966255959e-01 3.786417411853106874e-01
1.052999999999999936e+00 2.413645060783419782e-01 -1.499378452465834011e+00 -3.871881763354130257e-01 1.323259450078029253e+00 -8.790152619032112202e-01 -6.283750101200927807e-01 1.378917022572802853e-01 -4.480604509706786476e-01 2.299882828238361265e-01 1.228969591022438662e-01 -6.090647088764570283e-01 3.787363052190250157e-01
1.054000000000000048e+00 2.415023977805992594e-01 -1.499826512916804688e+00 -3.869581880525891915e-01 1.323382347037131535e+00 -8.796243266120876703e-01 -6.279962738148737733e-01 1.377479843846630136e-01 -4.472169018375516947e-01 2.293992440099092978e-01 1.225795617185432285e-01 -6.087861071908062804e-01 3.788306887687107327e-01
1.054999999999999938e+00 2.416401457649839102e-01 -1.500273729818642154e+00 -3.867287888085793046e-01 1.323504926598850107e+00 -8.802331127192785099e-01 -6.276174431261050124e-01 1.376042945784463900e-01 -4.463746993732917168e-01 2.288113610969590983e-01 1.222621626370019587e-01 -6.085073002086478500e-01 3.789248933415678700e-01
1.056000000000000050e+00 2.417777500595623685e-01 -1.500720104518015408e+00 -3.864999774474823235e-01 1.323627188761487217e+00 -8.808416200194871815e-01 -6.272385182327634423e-01 1.374606326644174925e-01 -4.455338394823968318e-01 2.282246306647591205e-01 1.219447616583598654e-01 -6.082282893887406283e-01 3.790189204355337571e-01
1.056999999999999940e+00 2.419152106922267953e-01 -1.501165638357497834e+00 -3.862717528168175818e-01 1.323749133523145494e+00 -8.814498483088759606e-01 -6.268594993123278725e-01 1.373169984685584655e-01 -4.446943180872354184e-01 2.276390493086114797e-01 1.216273585836039339e-01 -6.079490761797065046e-01 3.791127715393540210e-01
1.058000000000000052e+00 2.420525276906953516e-01 -1.501610332675584969e+00 -3.860441137675089673e-01 1.323870760881729058e+00 -8.820577973850556308e-01 -6.264803865407885253e-01 1.371733918170456590e-01 -4.438561311279471955e-01 2.270546136392607439e-01 1.213099532139666620e-01 -6.076696620201079702e-01 3.792064481326528069e-01
1.058999999999999941e+00 2.421897010825123930e-01 -1.502054188806712931e+00 -3.858170591538697125e-01 1.323992070834943080e+00 -8.826654670470757136e-01 -6.261011800926559179e-01 1.370298125362486297e-01 -4.430192745623449668e-01 2.264713202828085303e-01 1.209925453509244908e-01 -6.073900483385256122e-01 3.792999516860025011e-01
1.060000000000000053e+00 2.423267308950486365e-01 -1.502497208081275293e+00 -3.855905878335869064e-01 1.324113063380293998e+00 -8.832728570954142544e-01 -6.257218801409699660e-01 1.368862604527293081e-01 -4.421837443658173106e-01 2.258891658806285729e-01 1.206751347961961957e-01 -6.071102365536346079e-01 3.793932836609927861e-01
1.060999999999999943e+00 2.424636171555013542e-01 -1.502939391825641069e+00 -3.853646986677062847e-01 1.324233738515090186e+00 -8.838799673319679417e-01 -6.253424868573089768e-01 1.367427353932410272e-01 -4.413495365312316010e-01 2.253081470892824845e-01 1.203577213517413175e-01 -6.068302280742802202e-01 3.794864455102991418e-01
1.062000000000000055e+00 2.426003598908945957e-01 -1.503380741362172257e+00 -3.851393905206170198e-01 1.324354096236441958e+00 -8.844867975600422261e-01 -6.249630004117986415e-01 1.365992371847275788e-01 -4.405166470688378078e-01 2.247282605804359346e-01 1.200403048197585532e-01 -6.065500242995534030e-01 3.795794386777508467e-01
1.062999999999999945e+00 2.427369591280793271e-01 -1.503821258009241157e+00 -3.849146622600365664e-01 1.324474136541261782e+00 -8.850933475843417719e-01 -6.245834209731209175e-01 1.364557656543223529e-01 -4.396850720061729612e-01 2.241495030407754663e-01 1.197228850026841873e-01 -6.062696266188650762e-01 3.796722645983982569e-01
1.064000000000000057e+00 2.428734148937336523e-01 -1.504260943081247248e+00 -3.846905127569957838e-01 1.324593859426264508e+00 -8.856996172109606880e-01 -6.242037487085224656e-01 1.363123206293473666e-01 -4.388548073879661171e-01 2.235718711719258955e-01 1.194054617031905241e-01 -6.059890364120202877e-01 3.797649246985794758e-01
1.064999999999999947e+00 2.430097272143630083e-01 -1.504699797888635171e+00 -3.844669408858238380e-01 1.324713264887967590e+00 -8.863056062473727570e-01 -6.238239837838238655e-01 1.361689019373124032e-01 -4.380258492760440991e-01 2.229953616903681546e-01 1.190880347241843051e-01 -6.057082550492910444e-01 3.798574203959866891e-01
1.066000000000000059e+00 2.431458961163003307e-01 -1.505137823737911162e+00 -3.842439455241334900e-01 1.324832352922691747e+00 -8.869113145024219991e-01 -6.234441263634278307e-01 1.360255094059140413e-01 -4.371981937492377956e-01 2.224199713273578294e-01 1.187706038688051968e-01 -6.054272838914893651e-01 3.799497530997316685e-01
1.066999999999999948e+00 2.432819216257062489e-01 -1.505575021931660373e+00 -3.840215255528061089e-01 1.324951123526560526e+00 -8.875167417863134567e-01 -6.230641766103280910e-01 1.358821428630348216e-01 -4.363718369032889566e-01 2.218456968288440856e-01 1.184531689404241805e-01 -6.051461242900391113e-01 3.800419242104108863e-01
1.068000000000000060e+00 2.434178037685692797e-01 -1.506011393768563744e+00 -3.837996798559772382e-01 1.325069576695500961e+00 -8.881218879106035358e-01 -6.226841346861177184e-01 1.357388021367423037e-01 -4.355467748507578785e-01 2.212725349553892329e-01 1.181357297426420400e-01 -6.048647775870473753e-01 3.801339351201701300e-01
1.068999999999999950e+00 2.435535425707060220e-01 -1.506446940543414437e+00 -3.835784073210218303e-01 1.325187712425243580e+00 -8.887267526881905688e-01 -6.223040007509975657e-01 1.355954870552881220e-01 -4.347230037209314224e-01 2.207004824820888167e-01 1.178182860792878206e-01 -6.045832451153750897e-01 3.802257872127682292e-01
1.070000000000000062e+00 2.436891380577613231e-01 -1.506881663547135375e+00 -3.833577068385397579e-01 1.325305530711322843e+00 -8.893313359333059331e-01 -6.219237749637848145e-01 1.354521974471070977e-01 -4.339005196597318648e-01 2.201295361984921262e-01 1.175008377544172755e-01 -6.043015281987074161e-01 3.803174818636407273e-01
1.070999999999999952e+00 2.438245902552084177e-01 -1.507315564066795011e+00 -3.831375773023412701e-01 1.325423031549077368e+00 -8.899356374615046139e-01 -6.215434574819211910e-01 1.353089331408163787e-01 -4.330793188296261365e-01 2.195596929085234517e-01 1.171833845723113665e-01 -6.040196281516232446e-01 3.804090204399626085e-01
1.072000000000000064e+00 2.439598991883492329e-01 -1.507748643385624643e+00 -3.829180176094327259e-01 1.325540214933649708e+00 -8.905396570896562114e-01 -6.211630484614811820e-01 1.351656939652144951e-01 -4.322593974095356728e-01 2.189909494304035920e-01 1.168659263374747098e-01 -6.037375462796641390e-01 3.805004043007107484e-01
1.072999999999999954e+00 2.440950648823144442e-01 -1.508180902783034183e+00 -3.826990266600023283e-01 1.325657080859987236e+00 -8.911433946359358371e-01 -6.207825480571804722e-01 1.350224797492804996e-01 -4.314407515947472072e-01 2.184233025965721109e-01 1.165484628546340912e-01 -6.034552838794025043e-01 3.805916347967256974e-01
1.074000000000000066e+00 2.442300873620637247e-01 -1.508612343534629030e+00 -3.824806033574057462e-01 1.325773629322841929e+00 -8.917468499198152321e-01 -6.204019564223837158e-01 1.348792903221730233e-01 -4.306233775968235089e-01 2.178567492536099548e-01 1.162309939287369392e-01 -6.031728422385097543e-01 3.806827132707730210e-01
1.074999999999999956e+00 2.443649666523858843e-01 -1.509042966912225836e+00 -3.822627466081521264e-01 1.325889860316770585e+00 -8.923500227620537739e-01 -6.200212737091129744e-01 1.347361255132293600e-01 -4.298072716435153984e-01 2.172912862621626529e-01 1.159135193649498130e-01 -6.028902226358230365e-01 3.807736410576039732e-01
1.076000000000000068e+00 2.444997027778991194e-01 -1.509472774183869381e+00 -3.820454553218899374e-01 1.326005773836135493e+00 -8.929529129846895952e-01 -6.196405000680553776e-01 1.345929851519646892e-01 -4.289924299786737616e-01 2.167269104968640170e-01 1.155960389686569306e-01 -6.026074263414123999e-01 3.808644194840159480e-01
1.076999999999999957e+00 2.446342957630510961e-01 -1.509901766613848118e+00 -3.818287284113930924e-01 1.326121369875104206e+00 -8.935555204110310346e-01 -6.192596356485713383e-01 1.344498690680710484e-01 -4.281788488621625643e-01 2.161636188462603414e-01 1.152785525454586568e-01 -6.023244546166464097e-01 3.809550498689121545e-01
1.078000000000000069e+00 2.447687456321191724e-01 -1.510329945462710377e+00 -3.816125647925468489e-01 1.326236648427649767e+00 -8.941578448656476441e-01 -6.188786805987024353e-01 1.343067770914165016e-01 -4.273665245697720882e-01 2.156014082127350184e-01 1.149610599011700041e-01 -6.020413087142578723e-01 3.810455335233609020e-01
1.078999999999999959e+00 2.449030524092105920e-01 -1.510757311987280138e+00 -3.813969633843340978e-01 1.326351609487550931e+00 -8.947598861743618626e-01 -6.184976350651790744e-01 1.341637090520442499e-01 -4.265554533931330550e-01 2.150402755124338205e-01 1.146435608418191754e-01 -6.017579898784087833e-01 3.811358717506544425e-01
1.080000000000000071e+00 2.450372161182626241e-01 -1.511183867440673234e+00 -3.811819231088216520e-01 1.326466253048392829e+00 -8.953616441642402446e-01 -6.181164991934283703e-01 1.340206647801717721e-01 -4.257456316396309726e-01 2.144802176751905154e-01 1.143260551736460795e-01 -6.014744993447544985e-01 3.812260658463670904e-01
1.080999999999999961e+00 2.451712367830427841e-01 -1.511609613072312897e+00 -3.809674428911464794e-01 1.326580579103566526e+00 -8.959631186635850231e-01 -6.177352731275820297e-01 1.338776441061898526e-01 -4.249370556323213144e-01 2.139212316444530360e-01 1.140085427031008736e-01 -6.011908383405077938e-01 3.813161170984131765e-01
1.082000000000000073e+00 2.453051144271489736e-01 -1.512034550127945298e+00 -3.807535216595020477e-01 1.326694587646269685e+00 -8.965643095019255604e-01 -6.173539570104835672e-01 1.337346468606617766e-01 -4.241297217098451977e-01 2.133633143772101226e-01 1.136910232368424784e-01 -6.009070080845020367e-01 3.814060267871042798e-01
1.082999999999999963e+00 2.454388490740096462e-01 -1.512458679849655097e+00 -3.805401583451248348e-01 1.326808278669506569e+00 -8.971652165100100218e-01 -6.169725509836964106e-01 1.335916728743224147e-01 -4.233236262263453953e-01 2.128064628439184369e-01 1.133734965817371210e-01 -6.006230097872541362e-01 3.814957961852060708e-01
1.084000000000000075e+00 2.455724407468839743e-01 -1.512882003475881421e+00 -3.803273518822808952e-01 1.326921652166088261e+00 -8.977658395197972707e-01 -6.165910551875112278e-01 1.334487219780773615e-01 -4.225187655513831797e-01 2.122506740284301752e-01 1.130559625448569055e-01 -6.003388446510266041e-01 3.815854265579947668e-01
1.084999999999999964e+00 2.457058894688620432e-01 -1.513304522241432748e+00 -3.801151012082524816e-01 1.327034708128633111e+00 -8.983661783644483201e-01 -6.162094697609532545e-01 1.333057940030020205e-01 -4.217151360698555562e-01 2.116959449279211536e-01 1.127384209334783283e-01 -6.000545138698892833e-01 3.816749191633128091e-01
1.086000000000000076e+00 2.458391952628650456e-01 -1.513726237377502670e+00 -3.799034052633245562e-01 1.327147446549566512e+00 -8.989662328783182277e-01 -6.158277948417899550e-01 1.331628887803407435e-01 -4.209127341819129953e-01 2.111422725528192823e-01 1.124208715550808757e-01 -5.997700186297805214e-01 3.817642752516245408e-01
1.086999999999999966e+00 2.459723581516453927e-01 -1.514147150111684548e+00 -3.796922629907717450e-01 1.327259867421121564e+00 -8.995660028969479916e-01 -6.154460305665383490e-01 1.330200061415059698e-01 -4.201115563028777755e-01 2.105896539267336498e-01 1.121033142173455677e-01 -5.994853601085678996e-01 3.818534960660709965e-01
1.088000000000000078e+00 2.461053781577869082e-01 -1.514567261667987497e+00 -3.794816733368450157e-01 1.327371970735338857e+00 -9.001654882570565563e-01 -6.150641770704722289e-01 1.328771459180773107e-01 -4.193115988631628821e-01 2.100380860863839683e-01 1.117857487281535139e-01 -5.992005394761084069e-01 3.819425828425244696e-01
1.088999999999999968e+00 2.462382553037049948e-01 -1.514986573266850600e+00 -3.792716352507586319e-01 1.327483756484066912e+00 -9.007646887965327087e-01 -6.146822344876297084e-01 1.327343079418007443e-01 -4.185128583081913489e-01 2.094875660815304630e-01 1.114681748955845125e-01 -5.989155578943079483e-01 3.820315368096426356e-01
1.090000000000000080e+00 2.463709896116468012e-01 -1.515405086125158896e+00 -3.790621476846771087e-01 1.327595224658962403e+00 -9.013636043544269727e-01 -6.143002029508201067e-01 1.325914920445876721e-01 -4.177153310983160450e-01 2.089380909749042614e-01 1.111505925279156204e-01 -5.986304165171807412e-01 3.821203591889220097e-01
1.090999999999999970e+00 2.465035811036913882e-01 -1.515822801456257141e+00 -3.788532095937022226e-01 1.327706375251490378e+00 -9.019622347709441712e-01 -6.139180825916311646e-01 1.324486980585140861e-01 -4.169190137087402381e-01 2.083896578421382539e-01 1.108330014336197378e-01 -5.983451164909077136e-01 3.822090511947512370e-01
1.092000000000000082e+00 2.466360298017498953e-01 -1.516239720469965802e+00 -3.786448199358600775e-01 1.327817208252924042e+00 -9.025605798874350993e-01 -6.135358735404363717e-01 1.323059258158197082e-01 -4.161239026294383248e-01 2.078422637716983989e-01 1.105154014213641928e-01 -5.980596589538949015e-01 3.822976140344637730e-01
1.092999999999999972e+00 2.467683357275657074e-01 -1.516655844372595263e+00 -3.784369776720883927e-01 1.327927723654345415e+00 -9.031586395463889749e-01 -6.131535759264019614e-01 1.321631751489070750e-01 -4.153299943650773929e-01 2.072959058648153330e-01 1.101977923000093257e-01 -5.977740450368308478e-01 3.823860489083902303e-01
1.094000000000000083e+00 2.469004989027146213e-01 -1.517071174366960262e+00 -3.782296817662235688e-01 1.328037921446645342e+00 -9.037564135914257779e-01 -6.127711898774935717e-01 1.320204458903407041e-01 -4.145372854349391178e-01 2.067505812354166750e-01 1.098801738786071291e-01 -5.974882758627441115e-01 3.824743570099101708e-01
1.094999999999999973e+00 2.470325193486049564e-01 -1.517485711652395208e+00 -3.780229311849881424e-01 1.328147801620523927e+00 -9.043539018672884788e-01 -6.123887155204836841e-01 1.318777378728462624e-01 -4.137457723728421577e-01 2.062062870100595247e-01 1.095625459663998186e-01 -5.972023525470596672e-01 3.825625395255036199e-01
1.096000000000000085e+00 2.471643970864778050e-01 -1.517899457424767951e+00 -3.778167248979780735e-01 1.328257364166490317e+00 -9.049511042198354893e-01 -6.120061529809581735e-01 1.317350509293096494e-01 -4.129554517270650482e-01 2.056630203278635716e-01 1.092449083728184445e-01 -5.969162761976553044e-01 3.826505976348020255e-01
1.096999999999999975e+00 2.472961321374071153e-01 -1.518312412876495099e+00 -3.776110618776502004e-01 1.328366609074863147e+00 -9.055480204960331125e-01 -6.116235023833234141e-01 1.315923848927761652e-01 -4.121663200602695976e-01 2.051207783404445373e-01 1.089272609074815323e-01 -5.966300479149174718e-01 3.827385325106388292e-01
1.098000000000000087e+00 2.474277245222998856e-01 -1.518724579196555347e+00 -3.774059410993097496e-01 1.328475536335770535e+00 -9.061446505439479937e-01 -6.112407638508128294e-01 1.314497395964496496e-01 -4.113783739494248914e-01 2.045795582118480616e-01 1.086096033801936672e-01 -5.963436687917964552e-01 3.828263453190997589e-01
1.098999999999999977e+00 2.475591742618963309e-01 -1.519135957570504791e+00 -3.772013615410979015e-01 1.328584145939150751e+00 -9.067409942127397926e-01 -6.108579375054937755e-01 1.313071148736916216e-01 -4.105916099857315760e-01 2.040393571184840882e-01 1.082919356009441614e-01 -5.960571399138613335e-01 3.829140372195725117e-01
1.100000000000000089e+00 2.476904813767700220e-01 -1.519546549180490480e+00 -3.769973221839794109e-01 1.328692437874751775e+00 -9.073370513526536341e-01 -6.104750234682742027e-01 1.311645105580203918e-01 -4.098060247745467510e-01 2.035001722490615284e-01 1.079742573799056665e-01 -5.957704623593541582e-01 3.830016093647960473e-01
1.100999999999999979e+00 2.478216458873280514e-01 -1.519956355205265064e+00 -3.767938220117303394e-01 1.328800412132131736e+00 -9.079328218150130025e-01 -6.100920218589094279e-01 1.310219264831102570e-01 -4.090216149353093078e-01 2.029620008045234791e-01 1.076565685274327860e-01 -5.954836371992442423e-01 3.830890629009097714e-01
1.102000000000000091e+00 2.479526678138111728e-01 -1.520365376820200343e+00 -3.765908600109258431e-01 1.328908068700659140e+00 -9.085283054522121926e-01 -6.097089327960085736e-01 1.308793624827906399e-01 -4.082383771014657659e-01 2.024248399979828306e-01 1.073388688540607427e-01 -5.951966654972812298e-01 3.831763989675018300e-01
1.102999999999999980e+00 2.480835471762939670e-01 -1.520773615197301698e+00 -3.763884351709278486e-01 1.329015407569513307e+00 -9.091235021177094255e-01 -6.093257563970411184e-01 1.307368183910452009e-01 -4.074563079203965543e-01 2.018886870546582057e-01 1.070211581705040188e-01 -5.949095483100484971e-01 3.832636186976575154e-01
1.104000000000000092e+00 2.482142839946850088e-01 -1.521181071505222082e+00 -3.761865464838731743e-01 1.329122428727683713e+00 -9.097184116660195219e-01 -6.089424927783434471e-01 1.305942940420110332e-01 -4.066754040533427372e-01 2.013535392118103728e-01 1.067034362876550235e-01 -5.946222866870155555e-01 3.833507232180068947e-01
1.104999999999999982e+00 2.483448782887270334e-01 -1.521587746909275340e+00 -3.759851929446613727e-01 1.329229132163971316e+00 -9.103130339527065740e-01 -6.085591420551254016e-01 1.304517892699777748e-01 -4.058956621753332938e-01 2.008193937186791289e-01 1.063857030165827056e-01 -5.943348816705903426e-01 3.834377136487721605e-01
1.106000000000000094e+00 2.484753300779970198e-01 -1.521993642571450644e+00 -3.757843735509426852e-01 1.329335517866987892e+00 -9.109073688343771735e-01 -6.081757043414766084e-01 1.303093039093867755e-01 -4.051170789751126766e-01 2.002862478364204613e-01 1.060679581685312484e-01 -5.940473342961708481e-01 3.835245911038147604e-01
1.106999999999999984e+00 2.486056393819064125e-01 -1.522398759650425815e+00 -3.755840873031062732e-01 1.329441585825156480e+00 -9.115014161686733063e-01 -6.077921797503728074e-01 1.301668377948302369e-01 -4.043396511550690908e-01 1.997540988380441251e-01 1.057502015549187241e-01 -5.937596455921965166e-01 3.836113566906820260e-01
1.108000000000000096e+00 2.487358062197012332e-01 -1.522803099301580865e+00 -3.753843332042682279e-01 1.329547336026711379e+00 -9.120951758142654686e-01 -6.074085683936821800e-01 1.300243907610504346e-01 -4.035633754311629962e-01 1.992229440083517489e-01 1.054324329873357613e-01 -5.934718165801992074e-01 3.836980115106531919e-01
1.108999999999999986e+00 2.488658306104622742e-01 -1.523206662677011991e+00 -3.751851102602598576e-01 1.329652768459698819e+00 -9.126886476308456730e-01 -6.070248703821715663e-01 1.298819626429388030e-01 -4.027882485328562190e-01 1.986927806438751887e-01 1.051146522775442266e-01 -5.931838482748533758e-01 3.837845566587855251e-01
1.110000000000000098e+00 2.489957125731052101e-01 -1.523609450925544895e+00 -3.749864174796159744e-01 1.329757883111976291e+00 -9.132818314791205649e-01 -6.066410858255127936e-01 1.297395532755351022e-01 -4.020142672030413422e-01 1.981636060528153553e-01 1.047968592374758923e-01 -5.928957416840264782e-01 3.838709932239596778e-01
1.110999999999999988e+00 2.491254521263807364e-01 -1.524011465192747883e+00 -3.747882538735631819e-01 1.329862679971213657e+00 -9.138747272208045391e-01 -6.062572148322887822e-01 1.295971624940266131e-01 -4.012414281979717057e-01 1.976354175549814018e-01 1.044790536792311320e-01 -5.926074978088283762e-01 3.839573222889248738e-01
1.112000000000000099e+00 2.492550492888747637e-01 -1.524412706620945857e+00 -3.745906184560082175e-01 1.329967159024892931e+00 -9.144673347186134116e-01 -6.058732575099998741e-01 1.294547901337472773e-01 -4.004697282871917952e-01 1.971082124817303272e-01 1.041612354150775882e-01 -5.923191176436606309e-01 3.840435449303436499e-01
1.112999999999999989e+00 2.493845040790085010e-01 -1.524813176349232968e+00 -3.743935102435264617e-01 1.330071320260308054e+00 -9.150596538362570920e-01 -6.054892139650694949e-01 1.293124360301768361e-01 -3.996991642534680200e-01 1.965819881759068855e-01 1.038434042574489097e-01 -5.920306021762655746e-01 3.841296622188362098e-01
1.114000000000000101e+00 2.495138165150386778e-01 -1.525212875513486388e+00 -3.741969282553505582e-01 1.330175163664565563e+00 -9.156516844384333664e-01 -6.051050843028507042e-01 1.291701000189400539e-01 -3.989297328927198794e-01 1.960567419917839671e-01 1.035255600189433772e-01 -5.917419523877742726e-01 3.842156752190245550e-01
